engine,policy,link,bandwidth_hz,channel,snr_db,pipe,floor_cap,first_trial,sessions,connected,lines,delivered,lost,drops,stalls,median_s,p90_s,mean_s,reply_median_s,reply_p90_s,follow_up_median_s,follow_up_p90_s,file_bytes,file_median_s,keyed_per_line_s,duty,polls_per_line,turns_per_line,requests_per_line,wall_s
before,request,chat=True,500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,18.8,27.9,19.6,22.5,27.9,10.7,20.3,0,,25.28,0.702,0.638,0.787,0.701,42.6
before,request,chat=True,500,poor,0.0,fading,1,100,100,100,1534,1520,14,3,0,13.1,27.0,14.7,15.7,27.9,6.3,11.6,0,,16.33,0.528,1.205,0.954,0.703,50.3
after,request,chat=True,2300,good,-12.0,fading,1,100,100,100,1534,1534,0,0,0,32.9,54.8,35.2,33.2,56.9,25.7,44.4,0,,40.85,0.791,0.772,0.889,0.642,89.5
after,request,chat=True,2300,good,-6.0,fading,1,100,100,100,1534,1534,0,0,0,17.1,28.2,18.0,17.2,30.1,6.2,16.1,0,,23.56,0.685,0.653,0.799,0.698,55.6
after,request,chat=True,2300,good,0.0,fading,1,100,100,100,1534,1534,0,0,0,7.4,17.2,9.1,9.0,17.2,5.3,10.0,0,,11.8,0.463,0.967,0.81,0.72,50.1
after,request,chat=True,2300,moderate,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.9,42.8,28.5,27.9,44.0,17.9,36.4,0,,33.95,0.756,0.656,0.8,0.696,59.3
after,request,chat=True,2300,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.9,21.4,14.7,17.1,22.5,5.4,14.9,0,,20.37,0.655,0.638,0.787,0.701,41.8
after,request,chat=True,2300,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.3,17.0,8.4,7.2,17.1,5.3,8.2,0,,10.28,0.414,0.993,0.836,0.729,36.3
after,request,chat=True,2300,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,26.5,42.8,26.8,27.9,42.8,16.1,31.0,0,,32.33,0.748,0.64,0.787,0.701,45.0
after,request,chat=True,2300,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.9,22.0,15.0,17.1,22.5,6.6,15.1,0,,20.61,0.657,0.638,0.787,0.701,30.3
after,request,chat=True,2300,poor,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.1,14.4,7.3,6.3,15.1,3.2,6.6,0,,8.88,0.374,1.053,0.843,0.729,30.6
after,request,chat=True,500,good,-12.0,fading,1,100,100,100,1534,1534,0,0,0,33.2,55.5,35.4,33.5,57.3,25.7,46.0,0,,41.1,0.794,0.748,0.889,0.643,83.8
after,request,chat=True,500,good,-6.0,fading,1,100,100,100,1534,1514,20,1,1,22.5,33.2,22.2,22.5,33.6,10.7,21.5,0,,27.7,0.715,0.684,0.789,0.686,61.5
after,request,chat=True,500,good,0.0,fading,1,100,100,100,1534,1534,0,0,0,14.0,27.9,15.2,17.0,27.9,6.3,14.9,0,,17.76,0.562,1.059,0.851,0.698,68.9
after,request,chat=True,500,moderate,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.9,42.8,28.9,27.9,43.8,21.5,36.4,0,,34.35,0.759,0.658,0.798,0.693,61.1
after,request,chat=True,500,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,19.7,27.9,20.0,22.5,28.6,10.7,20.3,0,,25.66,0.705,0.638,0.787,0.701,43.2
after,request,chat=True,500,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,17.1,28.3,17.3,18.5,29.6,7.4,15.1,0,,19.94,0.591,0.961,0.92,0.689,52.5
after,request,chat=True,500,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.3,42.8,27.5,27.9,42.8,21.5,36.4,0,,33.02,0.751,0.64,0.787,0.701,53.2
after,request,chat=True,500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,18.8,27.9,19.6,22.5,27.9,10.7,20.3,0,,25.28,0.702,0.638,0.787,0.701,43.3
after,request,chat=True,500,poor,0.0,fading,1,100,100,100,1534,1534,0,0,0,13.3,26.4,14.6,15.6,27.9,6.3,11.6,0,,16.25,0.524,1.11,0.937,0.696,41.5
