point,backend,bandwidth_hz,rate,channel,snr_db,snr_reference,pipe,ramp,bytes,seconds,goodput_bps,ideal_bps,efficiency,mode_min,mode_max,mode_final,mode_changes,bursts,frames_sent,frames_resent,harq_rescues,ack_timeouts,ok,wall_s
N2,sim,500,,good,6.0,average,logistic,,1000,103.2,77.5,60.7,1.277,1,4,1,4,8,43,6,0,0,1,0.0
N2,sim,500,,good,6.0,average,logistic,,1000,99.0,80.8,60.7,1.331,1,5,1,5,8,42,10,6,0,1,0.0
N2,sim,500,,good,6.0,average,logistic,,1000,111.3,71.9,60.7,1.184,1,4,1,4,8,40,4,0,0,1,0.0
N2,sim,500,,good,6.0,average,logistic,,1000,107.1,74.7,60.7,1.23,1,4,1,4,8,39,3,0,0,1,0.0
N2,sim,500,,good,6.0,average,logistic,,1000,89.1,89.8,60.7,1.48,1,4,1,5,10,53,5,0,0,1,0.0
N2,sim,500,,good,6.0,average,logistic,,1000,108.1,74.0,60.7,1.218,1,4,1,4,8,40,5,1,0,1,0.0
N3,phy,500,,awgn,-8.0,average,phy-continuous,,1000,321.5,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,200.2
N3,phy,500,,awgn,-8.0,average,phy-continuous,,1000,321.2,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,204.9
N3,phy,500,,awgn,-8.0,average,phy-continuous,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,232.2
N3,phy,500,,awgn,-8.0,average,phy-continuous,,1000,320.7,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,231.2
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.5,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.2,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.7,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.6,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.3,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.0,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,318.9,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.7,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.7,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.8,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.3,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.3,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.2,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,318.8,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,318.9,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.5,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.6,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,318.9,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.3,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.8,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.1,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.6,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.6,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.3,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.3,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.9,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.6,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.8,24.9,60.7,0.409,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.8,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,318.6,25.1,60.7,0.414,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.4,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,320.8,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,321.0,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,fading,,1000,319.8,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,321.5,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,352.1,22.7,60.7,0.374,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,342.4,20.2,60.7,0.332,0,0,0,0,10,60,6,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.7,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.6,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.3,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,321.0,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,318.9,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.7,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,330.1,24.2,60.7,0.399,0,0,0,0,11,65,2,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.8,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,319.3,25.1,60.7,0.413,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,349.2,22.9,60.7,0.377,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.3,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,324.4,24.7,60.7,0.406,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,327.2,24.4,60.7,0.403,0,0,0,0,11,65,2,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,313.2,19.6,60.7,0.323,0,0,0,0,9,54,6,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.5,25.0,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,323.8,24.7,60.7,0.407,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,172.5,13.4,60.7,0.22,0,0,0,0,4,24,6,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,172.4,8.9,60.7,0.147,0,0,0,0,3,18,6,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,351.9,22.7,60.7,0.374,0,0,0,0,11,65,2,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,257.6,17.9,60.7,0.295,0,0,0,0,7,42,6,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,323.9,24.7,60.7,0.407,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,321.1,24.9,60.7,0.41,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,319.6,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,231.0,16.1,60.7,0.265,0,0,0,0,6,36,7,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,324.5,24.7,60.7,0.406,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,218.1,13.5,60.7,0.222,0,0,0,0,5,30,7,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,319.7,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,324.1,24.7,60.7,0.406,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,254.7,15.1,60.7,0.248,0,0,0,0,6,36,6,0,1,0,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,329.0,24.3,60.7,0.4,0,0,0,0,12,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,324.0,24.7,60.7,0.407,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,322.8,24.8,60.7,0.408,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,349.4,22.9,60.7,0.377,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,320.8,24.9,60.7,0.411,0,0,0,0,11,63,0,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,325.2,24.6,60.7,0.405,0,0,0,0,11,64,1,0,0,1,0.0
N3,sim,500,,awgn,-8.0,average,logistic,,1000,319.8,25.0,60.7,0.412,0,0,0,0,11,63,0,0,0,1,0.0
