point,backend,bandwidth_hz,rate,channel,snr_db,snr_reference,pipe,ramp,bytes,seconds,goodput_bps,ideal_bps,efficiency,mode_min,mode_max,mode_final,mode_changes,bursts,frames_sent,frames_resent,harq_rescues,ack_timeouts,ok,wall_s
W1,phy,2300,,good,6.0,average,phy-continuous,,2000,45.0,355.5,531.3,0.669,0,3,2,3,6,34,2,2,0,1,17.8
W1,phy,2300,,good,6.0,average,phy-continuous,,2000,25.1,638.4,531.3,1.202,2,4,4,1,3,18,0,0,0,1,9.4
W1,phy,2300,,good,6.0,average,phy-continuous,,2000,41.8,382.3,531.3,0.72,1,3,3,3,6,31,3,3,0,1,16.7
W1,phy,2300,,good,6.0,average,phy-continuous,,2000,25.1,638.4,531.3,1.202,3,5,4,2,3,18,3,3,0,1,11.1
W1,sim,2300,,good,6.0,average,fading,,2000,61.8,258.8,531.3,0.487,0,2,1,4,8,48,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,81.8,195.7,531.3,0.368,0,1,0,3,11,64,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,31.4,510.2,531.3,0.96,0,4,4,2,4,23,0,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,36.6,437.1,531.3,0.823,0,4,4,3,5,27,0,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,24.0,666.4,531.3,1.254,3,5,4,2,3,17,2,1,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,47.1,339.6,531.3,0.639,0,3,1,4,6,36,2,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,56.6,282.9,531.3,0.533,0,3,3,5,8,43,5,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,44.6,359.0,531.3,0.676,0,3,2,3,6,32,2,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,31.4,510.2,531.3,0.96,0,4,4,2,4,23,0,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,109.1,146.7,531.3,0.276,0,1,0,2,15,86,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,35.5,450.1,531.3,0.847,0,4,0,4,5,26,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,83.6,191.4,531.3,0.36,0,3,1,4,12,64,8,0,1,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,44.0,364.0,531.3,0.685,1,4,1,3,6,33,7,6,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,37.7,424.9,531.3,0.8,1,4,1,3,5,28,6,1,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,61.8,258.8,531.3,0.487,0,3,0,3,8,48,3,1,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,55.5,288.3,531.3,0.543,0,3,0,5,8,42,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,29.2,547.5,531.3,1.03,2,5,2,3,5,20,5,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,76.5,209.1,531.3,0.394,0,2,2,5,10,60,3,1,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,24.0,666.4,531.3,1.254,3,5,4,2,3,17,2,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,93.3,171.5,531.3,0.323,0,3,0,3,13,73,12,3,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,20.8,767.5,531.3,1.445,3,5,5,1,3,14,0,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,38.7,413.3,531.3,0.778,2,3,2,3,5,29,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,27.1,589.4,531.3,1.109,3,4,4,2,4,19,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,54.2,295.3,531.3,0.556,0,3,1,4,7,37,5,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,44.0,364.0,531.3,0.685,0,3,0,3,6,33,3,1,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,73.4,218.1,531.3,0.41,0,2,2,3,10,57,2,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,23.0,697.0,531.3,1.312,3,5,4,2,3,16,1,1,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,52.4,305.6,531.3,0.575,0,3,2,5,7,40,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,34.5,463.8,531.3,0.873,2,4,3,3,5,25,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,32.4,493.6,531.3,0.929,2,4,3,2,4,24,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,51.3,311.8,531.3,0.587,0,3,0,3,7,39,2,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,38.7,413.3,531.3,0.778,2,4,2,2,5,29,6,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,36.6,437.1,531.3,0.823,2,4,2,4,5,27,6,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,16.6,962.1,531.3,1.811,5,8,6,2,3,10,1,1,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,30.3,527.9,531.3,0.994,3,6,3,3,4,22,8,5,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,66.0,242.4,531.3,0.456,0,4,4,3,9,51,1,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,42.9,372.9,531.3,0.702,0,4,4,3,6,32,0,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,81.8,195.7,531.3,0.368,0,3,3,5,11,64,2,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,66.0,242.4,531.3,0.456,0,3,2,6,9,51,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,fading,,2000,29.2,547.5,531.3,1.03,2,5,2,4,5,20,4,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,81.8,195.7,531.3,0.368,0,2,0,4,11,64,6,3,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,82.8,193.2,531.3,0.364,0,2,0,5,11,65,8,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,83.8,191.0,531.3,0.359,0,2,0,5,11,62,5,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,81.8,195.7,531.3,0.368,0,2,0,5,11,64,8,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,65.0,246.3,531.3,0.464,0,4,0,4,9,50,10,6,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,74.4,215.0,531.3,0.405,0,2,0,5,10,58,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,59.7,268.1,531.3,0.505,0,2,0,4,9,45,5,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,56.6,282.9,531.3,0.533,0,2,0,4,8,43,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,88.1,181.7,531.3,0.342,0,2,0,4,12,69,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,97.5,164.1,531.3,0.309,0,2,0,2,13,77,5,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,89.1,179.5,531.3,0.338,0,2,0,4,12,70,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,97.5,164.1,531.3,0.309,0,2,0,4,13,77,8,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,86.0,186.1,531.3,0.35,0,2,1,5,12,67,8,3,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,72.3,221.3,531.3,0.416,0,2,0,4,10,56,4,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,96.5,165.8,531.3,0.312,0,2,0,2,13,76,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,98.6,162.3,531.3,0.305,0,2,0,2,13,78,6,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,66.8,239.6,531.3,0.451,0,2,0,4,10,50,5,1,1,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,91.2,175.4,531.3,0.33,0,2,0,4,12,72,5,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,78.6,203.5,531.3,0.383,0,2,0,5,11,61,6,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,91.2,175.4,531.3,0.33,0,2,0,4,12,72,5,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,78.6,203.5,531.3,0.383,0,2,0,4,11,61,4,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,96.5,165.8,531.3,0.312,0,2,1,3,13,76,5,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,69.2,231.3,531.3,0.435,0,2,0,4,9,54,7,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,87.8,182.2,531.3,0.343,0,4,0,4,11,65,12,7,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,101.7,157.3,531.3,0.296,0,2,0,4,14,80,10,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,65.0,246.3,531.3,0.464,0,4,0,4,9,50,12,7,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,94.4,169.6,531.3,0.319,0,2,0,4,13,74,6,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,79.7,200.8,531.3,0.378,0,2,0,4,11,62,8,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,78.6,203.5,531.3,0.383,0,2,0,5,11,61,5,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,93.3,171.5,531.3,0.323,0,2,0,4,13,73,6,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,91.2,175.4,531.3,0.33,0,2,0,4,12,72,5,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,90.2,177.4,531.3,0.334,0,2,0,4,12,71,5,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,69.2,231.3,531.3,0.435,0,2,0,4,9,54,6,1,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,86.0,186.1,531.3,0.35,0,2,0,5,12,67,10,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,96.5,165.8,531.3,0.312,0,2,0,4,13,76,7,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,80.7,198.2,531.3,0.373,0,2,0,4,11,63,5,2,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,90.2,177.4,531.3,0.334,0,2,0,4,12,71,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,88.1,181.7,531.3,0.342,0,2,0,4,12,69,3,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,90.2,177.4,531.3,0.334,0,2,0,4,12,71,4,0,0,1,0.0
W1,sim,2300,,good,6.0,average,logistic,,2000,76.5,209.1,531.3,0.394,0,2,0,5,10,60,5,3,0,1,0.0
W2,phy,2300,,moderate,10.0,average,phy-continuous,,2000,22.9,697.8,1093.0,0.638,3,6,5,3,4,15,1,1,0,1,8.7
W2,phy,2300,,moderate,10.0,average,phy-continuous,,2000,14.5,1099.8,1093.0,1.006,5,8,8,1,2,9,0,0,0,1,5.4
W2,phy,2300,,moderate,10.0,average,phy-continuous,,2000,20.8,767.5,1093.0,0.702,3,5,5,1,3,14,0,0,0,1,7.4
W2,phy,2300,,moderate,10.0,average,phy-continuous,,2000,17.7,903.4,1093.0,0.827,4,6,6,1,2,12,0,0,0,1,6.3
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,2,5,5,2,3,16,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,21.9,730.6,1093.0,0.668,4,5,5,2,3,15,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,3,5,4,2,3,16,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,14.5,1099.8,1093.0,1.006,5,8,8,1,2,9,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,17.7,903.4,1093.0,0.827,5,6,5,1,2,12,2,2,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,20.8,767.5,1093.0,0.702,4,6,5,2,3,14,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,24.0,666.4,1093.0,0.61,3,5,4,2,3,17,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,17.7,903.4,1093.0,0.827,4,6,6,1,2,12,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,20.8,767.5,1093.0,0.702,4,6,5,2,3,14,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,17.7,904.8,1093.0,0.828,5,8,6,2,3,11,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,19.8,808.4,1093.0,0.74,3,6,6,1,3,13,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,24.0,666.4,1093.0,0.61,3,4,4,2,3,17,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,19.8,808.4,1093.0,0.74,4,5,5,2,3,13,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,19.8,808.4,1093.0,0.74,4,5,5,2,3,13,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,3,5,4,2,3,16,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,2,5,5,2,3,16,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,2,5,5,2,3,16,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,19.8,808.4,1093.0,0.74,4,6,5,2,3,13,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,21.9,730.6,1093.0,0.668,4,5,4,1,3,15,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,22.9,697.8,1093.0,0.638,3,5,4,2,4,15,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,18.7,853.9,1093.0,0.781,4,6,4,2,3,12,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,18.7,853.9,1093.0,0.781,4,6,4,2,3,12,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,17.7,904.8,1093.0,0.828,5,8,6,2,3,11,2,1,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,16.6,962.1,1093.0,0.88,5,8,6,2,3,10,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,22.9,697.8,1093.0,0.638,3,6,5,3,4,15,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,2,5,5,2,3,16,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,21.9,730.6,1093.0,0.668,4,6,5,2,3,15,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,21.9,730.6,1093.0,0.668,2,5,5,1,3,15,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,3,5,4,2,3,16,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,20.8,767.5,1093.0,0.702,3,6,6,2,3,14,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,14.5,1099.8,1093.0,1.006,5,8,8,1,2,9,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,20.8,767.5,1093.0,0.702,3,6,6,2,3,14,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,21.9,730.6,1093.0,0.668,4,5,4,1,3,15,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,27.1,589.4,1093.0,0.539,3,5,4,3,4,19,5,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,28.2,567.4,1093.0,0.519,2,5,4,3,4,20,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,20.8,767.5,1093.0,0.702,3,6,6,2,3,14,0,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,21.9,730.6,1093.0,0.668,3,5,3,2,3,15,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,20.8,767.5,1093.0,0.702,4,5,4,1,3,14,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,17.7,903.4,1093.0,0.827,5,5,5,0,2,12,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,fading,,2000,23.0,697.0,1093.0,0.638,3,5,4,2,3,16,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,24.0,666.4,1093.0,0.61,4,6,5,2,3,17,5,5,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,3,4,3,3,4,19,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,32.4,493.6,1093.0,0.452,2,4,2,2,4,24,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,3,4,3,3,4,19,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,29.3,547.0,1093.0,0.5,4,6,4,3,4,21,9,6,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,4,6,4,3,4,19,7,5,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,28.2,567.4,1093.0,0.519,4,6,4,3,4,20,8,4,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,4,6,4,3,4,19,7,6,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,24.0,666.4,1093.0,0.61,3,4,4,2,3,17,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,24.0,666.4,1093.0,0.61,3,4,4,2,3,17,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,24.0,666.4,1093.0,0.61,4,6,5,2,3,17,5,5,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,28.2,567.4,1093.0,0.519,4,6,4,3,4,20,8,6,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,28.2,567.4,1093.0,0.519,3,4,3,3,4,20,4,1,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,26.1,613.3,1093.0,0.561,3,4,3,3,4,18,2,1,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,26.1,613.3,1093.0,0.561,4,6,4,3,4,18,6,5,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,26.1,613.3,1093.0,0.561,3,4,3,3,4,18,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,25.1,638.4,1093.0,0.584,4,6,5,2,3,18,6,5,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,3,4,3,3,4,19,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,24.0,666.4,1093.0,0.61,3,4,4,2,3,17,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,4,6,4,3,4,19,7,6,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,26.1,613.3,1093.0,0.561,3,4,3,3,4,18,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,28.2,567.4,1093.0,0.519,3,4,3,3,4,20,4,1,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,24.0,666.4,1093.0,0.61,4,6,5,2,3,17,5,4,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,29.3,547.0,1093.0,0.5,4,6,4,3,4,21,9,6,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,29.3,547.0,1093.0,0.5,4,6,4,3,4,21,9,6,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,4,6,4,3,4,19,7,5,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,25.1,638.4,1093.0,0.584,3,4,4,2,3,18,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,3,4,3,3,4,19,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,26.1,613.3,1093.0,0.561,3,4,3,3,4,18,2,1,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,3,4,3,3,4,19,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,26.1,613.3,1093.0,0.561,3,4,3,3,4,18,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,28.2,567.4,1093.0,0.519,4,6,4,3,4,20,8,5,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,24.0,666.4,1093.0,0.61,3,4,4,2,3,17,1,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,34.5,463.8,1093.0,0.424,2,4,2,2,5,25,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,26.1,613.3,1093.0,0.561,3,4,3,3,4,18,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,3,4,3,3,4,19,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,3,4,3,3,4,19,3,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,32.4,493.6,1093.0,0.452,2,4,2,2,4,24,2,0,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,28.2,567.4,1093.0,0.519,4,6,4,3,4,20,8,6,0,1,0.0
W2,sim,2300,,moderate,10.0,average,logistic,,2000,27.1,589.4,1093.0,0.539,4,6,4,3,4,19,7,5,0,1,0.0
W3,phy,2300,,poor,3.0,average,phy-continuous,,2000,78.6,203.5,531.3,0.383,0,2,0,4,11,61,7,2,0,1,28.9
W3,phy,2300,,poor,3.0,average,phy-continuous,,2000,101.7,157.3,531.3,0.296,0,1,1,3,14,80,4,0,0,1,35.8
W3,phy,2300,,poor,3.0,average,phy-continuous,,2000,60.8,263.3,531.3,0.496,0,2,0,3,8,47,3,3,0,1,22.7
W3,phy,2300,,poor,3.0,average,phy-continuous,,2000,51.3,311.8,531.3,0.587,1,3,1,3,7,39,2,2,0,1,19.4
W3,sim,2300,,poor,3.0,average,fading,,2000,56.6,282.9,531.3,0.533,0,3,0,4,8,43,5,1,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,82.8,193.2,531.3,0.364,0,2,1,4,11,65,3,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,46.0,347.5,531.3,0.654,0,3,2,3,7,34,1,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,53.4,299.5,531.3,0.564,0,3,3,3,7,41,0,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,84.7,189.0,531.3,0.356,0,2,1,4,11,66,9,0,1,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,62.4,256.3,531.3,0.482,0,2,1,3,8,47,1,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,53.4,299.7,531.3,0.564,0,2,1,3,8,40,1,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,59.7,267.9,531.3,0.504,0,3,0,4,8,46,4,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,53.4,299.5,531.3,0.564,1,3,1,3,7,41,5,1,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,92.3,173.4,531.3,0.326,0,2,0,4,13,72,4,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,79.1,202.3,531.3,0.381,0,2,2,4,10,59,2,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,87.8,182.2,531.3,0.343,0,1,0,2,12,68,7,0,1,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,53.4,299.5,531.3,0.564,0,2,1,3,7,41,1,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,101.7,157.3,531.3,0.296,0,1,0,2,14,80,3,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,79.7,200.8,531.3,0.378,0,3,0,4,11,62,4,1,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,61.8,258.9,531.3,0.487,0,2,1,4,9,47,2,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,47.1,339.8,531.3,0.639,0,3,0,4,7,35,4,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,53.4,299.5,531.3,0.564,0,2,1,3,7,41,1,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,101.7,157.3,531.3,0.296,0,1,0,2,14,80,3,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,56.6,282.9,531.3,0.533,0,2,2,2,8,43,0,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,75.5,212.0,531.3,0.399,0,2,2,4,10,59,2,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,87.0,183.9,531.3,0.346,0,2,1,5,12,68,2,1,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,53.4,299.5,531.3,0.564,1,3,1,2,7,41,3,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,47.1,339.8,531.3,0.639,0,3,0,3,7,35,6,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,49.2,325.2,531.3,0.612,0,4,0,4,7,37,7,3,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,67.1,238.6,531.3,0.449,0,2,0,3,9,52,2,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,45.0,355.5,531.3,0.669,0,2,2,1,6,34,0,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,54.5,293.7,531.3,0.553,0,2,1,3,7,42,2,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,82.6,193.8,531.3,0.365,0,2,2,4,11,64,6,0,1,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,69.2,231.3,531.3,0.435,0,2,0,3,9,54,3,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,38.7,413.3,531.3,0.778,2,3,2,2,5,29,1,0,0,1,0.0
W3,sim,2300,,poor,3.0,average,fading,,2000,45.0,355.7,531.3,0.669,0,3,0,4,7,33,3,2,0,1,0.0
