engine,backend,bandwidth_hz,rate,link,channel,snr_db,snr_reference,pipe,ramp,bytes,seconds,goodput_bps,ideal_bps,efficiency,mode_min,mode_max,mode_final,mode_changes,bursts,frames_sent,frames_resent,harq_rescues,ack_timeouts,ok,wall_s
after,sim,500,,,poor,0.0,average,fading,,2000,207.9,77.0,189.8,0.406,1,4,4,6,9,39,2,0,1,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,181.4,88.2,189.8,0.465,3,6,3,3,8,42,3,0,0,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,184.1,86.9,189.8,0.458,1,5,4,5,9,44,2,0,1,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,213.6,74.9,189.8,0.395,2,5,3,6,11,61,14,0,2,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,217.5,73.6,189.8,0.388,1,5,3,7,10,46,5,0,1,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,202.8,78.9,189.8,0.416,0,5,0,7,11,51,9,0,3,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,193.5,82.7,189.8,0.436,3,5,3,4,11,58,7,1,1,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,192.6,83.1,189.8,0.438,1,5,4,6,10,46,4,0,1,1,0.1
after,sim,500,,,poor,0.0,average,fading,,2000,183.5,87.2,189.8,0.46,3,5,4,3,8,43,1,0,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,91.4,175.0,296.0,0.591,5,9,6,6,11,65,4,0,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,88.3,181.3,296.0,0.612,5,9,5,4,11,62,6,0,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,67.3,237.8,296.0,0.803,6,10,7,4,8,45,4,1,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,79.9,200.3,296.0,0.677,6,9,7,4,10,55,3,1,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,88.0,181.8,296.0,0.614,5,9,7,5,11,61,9,0,1,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,94.6,169.2,296.0,0.572,5,9,5,4,12,67,4,0,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,84.1,190.3,296.0,0.643,5,9,7,4,10,59,3,0,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,87.2,183.4,296.0,0.62,6,9,6,3,11,61,4,2,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,101.9,157.0,296.0,0.53,5,9,7,7,13,73,3,1,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,85.1,188.1,296.0,0.635,6,9,6,3,10,56,3,0,0,1,0.0
after,sim,500,,,poor,6.0,average,fading,,2000,89.5,178.8,296.0,0.604,6,9,7,4,11,61,2,0,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,96.7,165.5,296.0,0.559,5,9,5,5,12,69,3,0,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,105.9,151.1,296.0,0.51,4,9,6,6,13,76,8,0,1,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,98.8,162.0,296.0,0.547,5,9,7,7,13,70,4,1,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,116.6,137.2,296.0,0.463,4,9,6,6,15,85,3,2,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,115.3,138.7,296.0,0.469,4,7,5,6,14,84,9,0,1,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,147.4,108.5,296.0,0.367,3,7,3,6,12,65,5,0,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,94.6,169.2,296.0,0.572,5,7,7,5,12,67,2,0,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,116.6,137.2,296.0,0.463,4,9,6,6,15,85,6,1,0,1,0.1
after,sim,500,,,poor,6.0,average,fading,,2000,83.0,192.7,296.0,0.651,6,9,6,3,10,58,2,0,0,1,0.1
after,sim,500,,,poor,12.0,average,fading,,2000,48.4,330.7,614.8,0.538,6,12,12,3,5,30,0,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,49.4,323.8,614.8,0.527,6,12,11,4,6,30,2,1,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,45.2,353.9,614.8,0.576,6,12,11,3,5,27,1,1,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,48.4,330.7,614.8,0.538,6,12,11,3,5,30,2,1,0,1,0.1
after,sim,500,,,poor,12.0,average,fading,,2000,52.6,304.4,614.8,0.495,6,12,11,4,6,33,3,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,66.2,241.6,614.8,0.393,6,10,9,4,8,44,2,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,53.6,298.4,614.8,0.485,6,12,11,4,6,34,4,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,50.5,317.1,614.8,0.516,6,12,11,4,6,31,1,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,50.5,317.1,614.8,0.516,6,12,11,4,6,31,1,0,0,1,0.1
after,sim,500,,,poor,12.0,average,fading,,2000,46.3,345.8,614.8,0.562,6,12,12,3,5,28,0,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,46.3,345.8,614.8,0.562,6,12,11,3,5,28,2,1,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,51.5,310.6,614.8,0.505,6,12,10,5,6,32,2,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,53.6,298.5,614.8,0.486,6,12,10,5,7,33,3,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,61.0,262.4,614.8,0.427,6,11,9,4,7,40,2,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,53.6,298.4,614.8,0.485,6,11,11,4,6,34,2,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,55.7,287.1,614.8,0.467,6,11,11,4,6,36,1,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,50.5,317.1,614.8,0.516,6,12,11,4,6,31,1,1,0,1,0.1
after,sim,500,,,poor,12.0,average,fading,,2000,51.5,310.6,614.8,0.505,6,12,11,4,6,32,2,1,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,53.6,298.4,614.8,0.485,6,11,11,4,6,34,1,0,0,1,0.0
after,sim,500,,,poor,12.0,average,fading,,2000,50.5,317.1,614.8,0.516,6,12,11,4,6,31,1,0,0,1,0.0
