channel,mode,mode_name,snr_3k_db,frames,acquired,decoded,fer,throughput_bps,mean_reported_snr_db,seconds
awgn,2,QPSK-1/3,-6.0,30,27,27,0.1,102,-5.22,25.0
awgn,2,QPSK-1/3,-5.0,30,29,29,0.0333,110,-4.34,23.6
awgn,2,QPSK-1/3,-4.0,30,30,30,0.0,114,-3.43,23.8
awgn,3,QPSK-1/2,-9.0,30,15,0,1.0,0,-7.82,37.1
awgn,3,QPSK-1/2,-8.0,30,21,0,1.0,0,-6.93,30.3
awgn,3,QPSK-1/2,-7.0,30,27,0,1.0,0,-6.17,31.9
awgn,3,QPSK-1/2,-6.0,30,29,17,0.4333,108,-5.24,30.1
awgn,3,QPSK-1/2,-5.0,30,30,29,0.0333,183,-4.37,26.4
awgn,3,QPSK-1/2,-4.0,30,30,30,0.0,190,-3.47,24.7
awgn,4,QPSK-2/3,-8.0,30,24,0,1.0,0,-6.88,30.1
awgn,4,QPSK-2/3,-7.0,30,26,0,1.0,0,-6.04,31.0
awgn,4,QPSK-2/3,-6.0,30,29,0,1.0,0,-5.17,31.6
awgn,4,QPSK-2/3,-5.0,30,30,3,0.9,26,-4.3,32.4
awgn,4,QPSK-2/3,-4.0,30,30,25,0.1667,215,-3.4,29.0
awgn,4,QPSK-2/3,-3.0,30,30,30,0.0,258,-2.47,27.0
awgn,4,QPSK-2/3,-2.0,30,30,30,0.0,258,-1.54,36.0
awgn,5,PSK8-1/2,-6.0,30,29,0,1.0,0,-5.32,46.2
awgn,5,PSK8-1/2,-5.0,30,30,0,1.0,0,-4.43,47.3
awgn,5,PSK8-1/2,-4.0,30,30,0,1.0,0,-3.52,38.5
awgn,5,PSK8-1/2,-3.0,30,30,12,0.6,118,-2.6,32.1
awgn,5,PSK8-1/2,-2.0,30,30,29,0.0333,286,-1.67,27.6
awgn,5,PSK8-1/2,-1.0,30,30,30,0.0,296,-0.72,26.6
awgn,6,PSK8-2/3,-4.0,30,30,0,1.0,0,-3.25,32.4
awgn,6,PSK8-2/3,-3.0,30,30,0,1.0,0,-2.34,32.4
awgn,6,PSK8-2/3,-2.0,30,30,0,1.0,0,-1.42,40.2
awgn,6,PSK8-2/3,-1.0,30,30,2,0.9333,27,-0.49,34.8
awgn,6,PSK8-2/3,0.0,30,30,24,0.2,322,0.45,29.9
awgn,6,PSK8-2/3,1.0,30,30,30,0.0,402,1.4,27.0
awgn,6,PSK8-2/3,2.0,30,30,30,0.0,402,2.35,26.4
awgn,7,QAM16-1/2,-4.0,30,30,0,1.0,0,-3.25,33.2
awgn,7,QAM16-1/2,-3.0,30,30,0,1.0,0,-2.33,33.4
awgn,7,QAM16-1/2,-2.0,30,30,0,1.0,0,-1.41,33.1
awgn,7,QAM16-1/2,-1.0,30,30,14,0.5333,188,-0.47,32.0
awgn,7,QAM16-1/2,0.0,30,30,29,0.0333,389,0.48,27.7
awgn,7,QAM16-1/2,1.0,30,30,30,0.0,402,1.44,27.2
awgn,8,QAM16-2/3,-1.0,30,30,0,1.0,0,-0.4,33.4
awgn,8,QAM16-2/3,0.0,30,30,0,1.0,0,0.56,32.9
awgn,8,QAM16-2/3,1.0,30,30,4,0.8667,72,1.52,33.5
awgn,8,QAM16-2/3,2.0,30,30,28,0.0667,503,2.49,28.2
awgn,8,QAM16-2/3,3.0,30,30,30,0.0,539,3.46,26.6
awgn,8,QAM16-2/3,4.0,30,30,30,0.0,539,4.44,25.9
awgn,9,QAM16-3/4,0.0,30,30,0,1.0,0,0.38,35.8
awgn,9,QAM16-3/4,1.0,30,30,0,1.0,0,1.35,36.1
awgn,9,QAM16-3/4,2.0,30,30,1,0.9667,20,2.32,35.7
awgn,9,QAM16-3/4,3.0,30,30,24,0.2,492,3.3,30.9
awgn,9,QAM16-3/4,4.0,30,30,30,0.0,615,4.28,27.5
awgn,9,QAM16-3/4,5.0,30,30,30,0.0,615,5.26,26.6
awgn,10,QAM64-2/3,4.0,30,30,0,1.0,0,4.27,34.8
awgn,10,QAM64-2/3,5.0,30,30,0,1.0,0,5.26,34.2
awgn,10,QAM64-2/3,6.0,30,30,6,0.8,165,6.25,34.0
awgn,10,QAM64-2/3,7.0,30,30,29,0.0333,800,7.23,29.2
awgn,10,QAM64-2/3,8.0,30,30,30,0.0,827,8.22,28.0
awgn,11,QAM64-3/4,6.0,30,30,0,1.0,0,6.22,36.3
awgn,11,QAM64-3/4,7.0,30,30,0,1.0,0,7.2,36.8
awgn,11,QAM64-3/4,8.0,30,30,13,0.5667,405,8.17,33.9
awgn,11,QAM64-3/4,9.0,30,30,30,0.0,934,9.14,29.1
awgn,11,QAM64-3/4,10.0,30,30,30,0.0,934,10.11,27.3
awgn,12,QAM64-5/6,7.0,30,30,0,1.0,0,7.17,36.0
awgn,12,QAM64-5/6,8.0,30,30,0,1.0,0,8.16,36.3
awgn,12,QAM64-5/6,9.0,30,30,1,0.9667,35,9.14,36.3
awgn,12,QAM64-5/6,10.0,30,30,25,0.1667,867,10.13,30.8
awgn,12,QAM64-5/6,11.0,30,30,30,0.0,1040,11.11,27.5
awgn,12,QAM64-5/6,12.0,30,30,30,0.0,1040,12.09,26.7
good,0,QPSK-1/10,-14.0,30,12,8,0.7333,10,-10.18,89.5
good,0,QPSK-1/10,-13.0,30,16,11,0.6333,13,-10.45,87.5
good,0,QPSK-1/10,-12.0,30,17,12,0.6,14,-9.83,88.5
good,0,QPSK-1/10,-11.0,30,20,15,0.5,18,-9.4,89.2
good,0,QPSK-1/10,-10.0,30,20,16,0.4667,19,-8.56,87.8
good,0,QPSK-1/10,-9.0,30,23,20,0.3333,24,-8.23,87.7
good,0,QPSK-1/10,-8.0,30,24,24,0.2,29,-7.43,86.3
good,0,QPSK-1/10,-7.0,30,27,26,0.1333,31,-7.17,85.4
good,0,QPSK-1/10,-6.0,30,27,26,0.1333,31,-6.28,83.6
good,0,QPSK-1/10,-5.0,30,27,26,0.1333,31,-5.38,85.0
good,0,QPSK-1/10,-4.0,30,27,27,0.1,32,-4.47,85.0
good,0,QPSK-1/10,-3.0,30,27,27,0.1,32,-3.54,84.9
good,0,QPSK-1/10,-2.0,30,28,28,0.0667,34,-3.03,84.2
good,1,QPSK-1/5,-12.0,30,18,8,0.7333,21,-10.21,87.1
good,1,QPSK-1/5,-11.0,30,19,10,0.6667,26,-9.48,86.5
good,1,QPSK-1/5,-10.0,30,20,11,0.6333,29,-8.78,87.0
good,1,QPSK-1/5,-9.0,30,22,13,0.5667,34,-8.17,87.9
good,1,QPSK-1/5,-8.0,30,23,15,0.5,39,-7.52,86.5
good,1,QPSK-1/5,-7.0,30,24,17,0.4333,44,-6.76,85.1
good,1,QPSK-1/5,-6.0,30,26,20,0.3333,52,-6.59,86.9
good,1,QPSK-1/5,-5.0,30,27,23,0.2333,60,-5.78,85.4
good,1,QPSK-1/5,-4.0,30,28,26,0.1333,67,-4.88,82.8
good,1,QPSK-1/5,-3.0,30,28,26,0.1333,67,-3.96,82.5
good,1,QPSK-1/5,-2.0,30,28,26,0.1333,67,-3.03,84.6
good,1,QPSK-1/5,-1.0,30,28,27,0.1,70,-2.09,84.7
good,1,QPSK-1/5,0.0,30,29,28,0.0667,73,-1.24,84.6
good,2,QPSK-1/3,-9.0,30,9,6,0.8,23,-4.84,25.6
good,2,QPSK-1/3,-8.0,30,13,11,0.6333,42,-4.65,26.7
good,2,QPSK-1/3,-7.0,30,15,13,0.5667,49,-4.45,26.1
good,2,QPSK-1/3,-6.0,30,16,14,0.5333,53,-3.59,25.7
good,2,QPSK-1/3,-5.0,30,18,17,0.4333,65,-3.26,25.8
good,2,QPSK-1/3,-4.0,30,20,18,0.4,68,-2.9,26.9
good,2,QPSK-1/3,-3.0,30,24,19,0.3667,72,-3.04,27.6
good,2,QPSK-1/3,-2.0,30,25,21,0.3,80,-2.36,27.2
good,2,QPSK-1/3,-1.0,30,26,23,0.2333,87,-1.62,26.8
good,2,QPSK-1/3,0.0,30,27,26,0.1333,99,-0.92,26.2
good,2,QPSK-1/3,1.0,30,28,27,0.1,102,-0.22,25.8
good,2,QPSK-1/3,2.0,30,27,27,0.1,102,0.89,25.7
good,2,QPSK-1/3,3.0,30,27,28,0.0667,106,1.82,26.1
good,3,QPSK-1/2,-7.0,30,15,7,0.7667,44,-4.91,27.8
good,3,QPSK-1/2,-6.0,30,18,9,0.7,57,-4.33,27.5
good,3,QPSK-1/2,-5.0,30,19,13,0.5667,82,-3.61,26.8
good,3,QPSK-1/2,-4.0,30,21,14,0.5333,89,-3.44,27.3
good,3,QPSK-1/2,-3.0,30,22,16,0.4667,101,-2.69,27.5
good,3,QPSK-1/2,-2.0,30,23,17,0.4333,108,-1.98,27.4
good,3,QPSK-1/2,-1.0,30,26,19,0.3667,120,-1.71,27.2
good,3,QPSK-1/2,0.0,30,26,20,0.3333,127,-0.8,27.4
good,3,QPSK-1/2,1.0,30,26,24,0.2,152,0.11,26.8
good,3,QPSK-1/2,2.0,30,27,25,0.1667,158,0.77,26.4
good,3,QPSK-1/2,3.0,30,28,25,0.1667,158,1.39,26.1
good,3,QPSK-1/2,4.0,30,28,27,0.1,171,2.3,26.6
good,3,QPSK-1/2,5.0,30,28,29,0.0333,183,3.21,25.6
good,4,QPSK-2/3,-6.0,30,20,7,0.7667,60,-4.37,29.7
good,4,QPSK-2/3,-5.0,30,20,9,0.7,77,-3.51,28.2
good,4,QPSK-2/3,-4.0,30,21,10,0.6667,86,-3.05,27.8
good,4,QPSK-2/3,-3.0,30,23,14,0.5333,120,-2.59,28.2
good,4,QPSK-2/3,-2.0,30,23,15,0.5,129,-1.7,26.9
good,4,QPSK-2/3,-1.0,30,24,17,0.4333,146,-1.0,27.6
good,4,QPSK-2/3,0.0,30,25,18,0.4,155,-0.34,28.5
good,4,QPSK-2/3,1.0,30,27,18,0.4,155,0.24,27.6
good,4,QPSK-2/3,2.0,30,27,21,0.3,181,1.16,27.0
good,4,QPSK-2/3,3.0,30,27,23,0.2333,198,2.08,27.6
good,4,QPSK-2/3,4.0,30,28,25,0.1667,215,2.71,26.7
good,4,QPSK-2/3,5.0,30,29,26,0.1333,224,3.33,25.7
good,4,QPSK-2/3,6.0,30,29,28,0.0667,241,4.25,26.1
good,5,PSK8-1/2,-4.0,30,22,7,0.7667,69,-3.32,29.2
good,5,PSK8-1/2,-3.0,30,23,9,0.7,89,-2.78,29.7
good,5,PSK8-1/2,-2.0,30,23,12,0.6,118,-1.88,30.0
good,5,PSK8-1/2,-1.0,30,26,15,0.5,148,-1.67,36.9
good,5,PSK8-1/2,0.0,30,26,15,0.5,148,-0.76,34.5
good,5,PSK8-1/2,1.0,30,27,16,0.4667,158,-0.0,31.9
good,5,PSK8-1/2,2.0,30,28,18,0.4,178,0.61,34.0
good,5,PSK8-1/2,3.0,30,28,19,0.3667,187,1.53,32.4
good,5,PSK8-1/2,4.0,30,28,21,0.3,207,2.45,32.6
good,5,PSK8-1/2,5.0,30,28,24,0.2,237,3.37,32.1
good,5,PSK8-1/2,6.0,30,29,26,0.1333,257,3.96,31.1
good,5,PSK8-1/2,7.0,30,29,27,0.1,266,4.87,30.6
good,5,PSK8-1/2,8.0,30,29,28,0.0667,276,5.77,30.4
good,6,PSK8-2/3,-2.0,30,23,7,0.7667,94,-1.8,34.1
good,6,PSK8-2/3,-1.0,30,25,10,0.6667,134,-1.35,34.5
good,6,PSK8-2/3,0.0,30,26,12,0.6,161,-0.51,31.3
good,6,PSK8-2/3,1.0,30,27,13,0.5667,174,0.2,30.1
good,6,PSK8-2/3,2.0,30,28,14,0.5333,188,0.77,33.6
good,6,PSK8-2/3,3.0,30,28,16,0.4667,215,1.68,33.7
good,6,PSK8-2/3,4.0,30,29,17,0.4333,228,2.25,33.2
good,6,PSK8-2/3,5.0,30,29,18,0.4,241,3.16,33.2
good,6,PSK8-2/3,6.0,30,29,20,0.3333,268,4.07,34.2
good,6,PSK8-2/3,7.0,30,29,23,0.2333,308,4.97,32.4
good,6,PSK8-2/3,8.0,30,29,24,0.2,322,5.86,32.4
good,6,PSK8-2/3,9.0,30,29,25,0.1667,335,6.74,32.0
good,6,PSK8-2/3,10.0,30,29,27,0.1,362,7.6,30.5
good,7,QAM16-1/2,-2.0,30,23,7,0.7667,94,-1.76,37.6
good,7,QAM16-1/2,-1.0,30,25,11,0.6333,148,-1.31,35.3
good,7,QAM16-1/2,0.0,30,26,13,0.5667,174,-0.46,35.8
good,7,QAM16-1/2,1.0,30,27,14,0.5333,188,0.27,34.9
good,7,QAM16-1/2,2.0,30,28,16,0.4667,215,0.86,32.8
good,7,QAM16-1/2,3.0,30,28,17,0.4333,228,1.79,33.0
good,7,QAM16-1/2,4.0,30,29,18,0.4,241,2.39,33.1
good,7,QAM16-1/2,5.0,30,29,21,0.3,282,3.34,33.6
good,7,QAM16-1/2,6.0,30,29,23,0.2333,308,4.3,32.7
good,7,QAM16-1/2,7.0,30,29,24,0.2,322,5.27,31.7
good,7,QAM16-1/2,8.0,30,29,26,0.1333,349,6.23,31.0
good,7,QAM16-1/2,9.0,30,29,27,0.1,362,7.2,31.1
good,7,QAM16-1/2,10.0,30,29,28,0.0667,375,8.17,30.6
good,8,QAM16-2/3,1.0,30,27,8,0.7333,144,0.2,34.8
good,8,QAM16-2/3,2.0,30,27,13,0.5667,234,1.14,34.0
good,8,QAM16-2/3,3.0,30,27,15,0.5,269,2.1,33.7
good,8,QAM16-2/3,4.0,30,27,15,0.5,269,3.06,34.0
good,8,QAM16-2/3,5.0,30,28,16,0.4667,287,3.72,31.9
good,8,QAM16-2/3,6.0,30,29,17,0.4333,305,4.35,34.1
good,8,QAM16-2/3,7.0,30,29,18,0.4,323,5.31,33.3
good,8,QAM16-2/3,8.0,30,29,21,0.3,377,6.28,33.5
good,8,QAM16-2/3,9.0,30,29,24,0.2,431,7.25,31.1
good,8,QAM16-2/3,10.0,30,29,26,0.1333,467,8.22,30.2
good,8,QAM16-2/3,11.0,30,29,26,0.1333,467,9.18,29.5
good,8,QAM16-2/3,12.0,30,29,27,0.1,485,10.14,31.8
good,8,QAM16-2/3,13.0,30,29,29,0.0333,521,11.09,29.1
good,9,QAM16-3/4,2.0,30,28,8,0.7333,164,0.83,38.5
good,9,QAM16-3/4,3.0,30,28,11,0.6333,225,1.77,38.1
good,9,QAM16-3/4,4.0,30,28,14,0.5333,287,2.72,36.4
good,9,QAM16-3/4,5.0,30,28,15,0.5,307,3.68,35.6
good,9,QAM16-3/4,6.0,30,28,16,0.4667,328,4.64,36.4
good,9,QAM16-3/4,7.0,30,28,17,0.4333,348,5.61,35.2
good,9,QAM16-3/4,8.0,30,29,19,0.3667,389,6.25,34.8
good,9,QAM16-3/4,9.0,30,29,20,0.3333,410,7.21,33.3
good,9,QAM16-3/4,10.0,30,29,23,0.2333,471,8.17,32.8
good,9,QAM16-3/4,11.0,30,29,25,0.1667,512,9.13,30.9
good,9,QAM16-3/4,12.0,30,29,26,0.1333,533,10.08,31.5
good,9,QAM16-3/4,13.0,30,29,26,0.1333,533,11.03,31.5
good,9,QAM16-3/4,14.0,30,29,27,0.1,553,11.96,32.2
good,10,QAM64-2/3,6.0,30,29,10,0.6667,276,4.26,37.0
good,10,QAM64-2/3,7.0,30,29,13,0.5667,359,5.23,35.5
good,10,QAM64-2/3,8.0,30,29,14,0.5333,386,6.2,35.0
good,10,QAM64-2/3,9.0,30,29,14,0.5333,386,7.18,35.7
good,10,QAM64-2/3,10.0,30,29,16,0.4667,441,8.15,34.8
good,10,QAM64-2/3,11.0,30,29,18,0.4,496,9.12,34.1
good,10,QAM64-2/3,12.0,30,29,19,0.3667,524,10.08,33.6
good,10,QAM64-2/3,13.0,30,29,20,0.3333,552,11.04,33.1
good,10,QAM64-2/3,14.0,30,29,22,0.2667,607,12.0,31.6
good,10,QAM64-2/3,15.0,30,29,25,0.1667,689,12.94,30.0
good,10,QAM64-2/3,16.0,30,29,26,0.1333,717,13.86,30.4
good,10,QAM64-2/3,17.0,30,29,27,0.1,745,14.77,29.9
good,10,QAM64-2/3,18.0,30,29,28,0.0667,772,15.67,29.9
good,11,QAM64-3/4,8.0,30,29,11,0.6333,342,6.15,37.0
good,11,QAM64-3/4,9.0,30,29,13,0.5667,405,7.1,33.7
good,11,QAM64-3/4,10.0,30,29,15,0.5,467,8.04,33.5
good,11,QAM64-3/4,11.0,30,29,15,0.5,467,8.97,33.0
good,11,QAM64-3/4,12.0,30,29,17,0.4333,529,9.87,35.9
good,11,QAM64-3/4,13.0,30,29,18,0.4,560,10.77,32.2
good,11,QAM64-3/4,14.0,30,29,18,0.4,560,11.65,34.6
good,11,QAM64-3/4,15.0,30,29,21,0.3,654,12.52,31.0
good,11,QAM64-3/4,16.0,30,29,22,0.2667,685,13.35,30.6
good,11,QAM64-3/4,17.0,30,29,25,0.1667,778,14.17,31.7
good,11,QAM64-3/4,18.0,30,29,27,0.1,840,14.97,29.7
good,11,QAM64-3/4,19.0,30,29,27,0.1,840,15.73,31.0
good,11,QAM64-3/4,20.0,30,29,28,0.0667,871,16.46,28.7
good,12,QAM64-5/6,9.0,30,29,8,0.7333,277,7.09,35.9
good,12,QAM64-5/6,10.0,30,29,11,0.6333,381,8.06,34.5
good,12,QAM64-5/6,11.0,30,29,14,0.5333,485,9.04,33.3
good,12,QAM64-5/6,12.0,30,29,15,0.5,520,10.01,33.1
good,12,QAM64-5/6,13.0,30,29,16,0.4667,555,10.98,34.3
good,12,QAM64-5/6,14.0,30,29,17,0.4333,589,11.94,32.4
good,12,QAM64-5/6,15.0,30,29,18,0.4,624,12.89,32.2
